Gene	log2FC	P.Value	adj.P.Val	n
FAM169B	-0.534784770991628	0.732211203870542	NA	16
PARM1-AS1	0.0721847016129648	0.732212346134592	0.981170648449227	16
PMF1	0.052877101450606	0.732227432508756	0.981170648449227	16
AL031777.1	0.366833590644334	0.732286774693707	NA	16
AC116353.2	0.47239720103999	0.732332644580526	NA	16
AC092162.2	-0.119443572091448	0.732334741738399	0.981170648449227	16
LINC01068	0.346356166043667	0.732350173982765	NA	16
AC009542.1	0.0847348298232589	0.732356453347004	0.981170648449227	16
AC009704.2	0.121576878378207	0.732358124520651	0.981170648449227	16
WDFY1	0.0389709256367937	0.732361569317828	0.981170648449227	16
AC011509.2	-0.294069742017833	0.732369166478946	NA	16
AC053481.3	-0.534815173020992	0.732377829372607	NA	16
RPS15P4	-0.109114621577044	0.73237842857886	0.981170648449227	16
SOSTDC1	-0.154939645054282	0.732390851206103	NA	16
USF1P1	-0.148876172091	0.732421158320858	NA	16
MTHFD2P7	-0.454227869844441	0.732429227770746	NA	16
TMEM116	0.0483947409534728	0.732447381731658	0.981170648449227	16
RANBP6	-0.0264022335198061	0.732450615217462	0.981170648449227	16
PRRX1	0.0442007599915612	0.73247662389265	0.981170648449227	16
HSPA8P6	-0.928573668646567	0.73248862735611	NA	16
RNA5SP475	-0.928573668646567	0.73248862735611	NA	16
AC091515.1	-0.545228433570139	0.732490052756329	NA	16
AC020604.1	0.143987004116756	0.73250405380748	0.981170648449227	16
DAAM2-AS1	-0.0594960932739575	0.732509172096076	0.981170648449227	16
TARS1	-0.032359182237755	0.732518455172623	0.981170648449227	16
AC006511.5	-0.144216213420303	0.732521093909521	0.981170648449227	16
ABCG2	0.0660419262816319	0.732537568007514	0.981170648449227	16
MTND1P21	-0.534849949477969	0.73256879018215	NA	16
AC253576.2	0.197425349332331	0.732568947292882	NA	16
AC099684.1	0.117290085774205	0.732570126530432	0.981170648449227	16
GRK7	0.263693693234204	0.732611346281904	NA	16
DNAJC6	0.0663476234029484	0.732630177058524	0.981170648449227	16
AL603832.2	0.289692002717972	0.732678393784319	NA	16
LAMB4	-0.103824062973232	0.732681557685146	0.981170648449227	16
CHRM3-AS2	0.143757659297356	0.73268198978663	0.981170648449227	16
AC023050.3	-0.312635477870285	0.732703928351781	NA	16
NPM1	-0.0281634237715422	0.732715102660477	0.981170648449227	16
AC010149.1	0.130693496382051	0.732737664196293	0.981170648449227	16
TMEM215	0.543144716956541	0.732763632444699	NA	16
PLVAP	0.0424977466007863	0.732764781375904	0.981170648449227	16
AP002800.1	-0.534885677705925	0.73276537856328	NA	16
GAL3ST3	0.430322777233073	0.732776606843512	NA	16
ZNF75D	-0.0193867579259656	0.73284719234947	0.981170648449227	16
MIR4786	-0.473710818079582	0.732856347925118	NA	16
PSME2P4	-0.158446011564284	0.73286318315333	0.981170648449227	16
ZNF209P	-0.487797049295649	0.73289046542157	NA	16
AC087627.1	-0.161127828898581	0.732904727057098	NA	16
AC092296.2	0.109642533147771	0.732906308359383	0.981170648449227	16
AC084036.1	-0.0727204490628623	0.732951324215714	0.981170648449227	16
RPL36AP29	-0.174352610121965	0.732981943188083	NA	16
AC009052.1	0.325015650560106	0.732987182363754	NA	16
AC020611.2	0.1676289463327	0.733018753428716	NA	16
AC008443.7	0.477216589283756	0.733039729921704	NA	16
ZSCAN10	0.333255163205008	0.733046372877868	NA	16
RN7SL574P	0.170332926303708	0.733064438542423	NA	16
RN7SKP78	0.123696082306398	0.733076300949213	0.981170648449227	16
SPIB	0.13606863989298	0.733107508634243	0.981170648449227	16
LINC01087	0.604486962095493	0.733128584747152	NA	16
MAST4	-0.0276530922504606	0.733136022631383	0.981170648449227	16
TEX22	0.092156562448604	0.733160707108916	0.981170648449227	16
AC084398.1	-0.534959218069417	0.733171309582905	NA	16
PICART1	0.120318143409022	0.733177178439862	0.981170648449227	16
RN7SKP291	-0.124638267639303	0.733179306043235	0.981170648449227	16
RNU6-107P	-0.16318799809872	0.733205398088843	NA	16
AC068473.1	0.427966891433085	0.733235691216523	NA	16
RNU6-537P	-0.400071784754828	0.733305283396552	NA	16
C19orf18	0.0703241733444152	0.733305375973048	0.981170648449227	16
CDIP1	0.0490478253186367	0.733340565501541	0.981170648449227	16
RPL31P49	0.200581420706052	0.733390462687252	NA	16
AL354855.1	0.138283261916294	0.733397506615951	0.981170648449227	16
LINC01890	-0.17369010121217	0.733433915255176	NA	16
MAPRE3-AS1	0.0911269553200863	0.733439454551	0.981170648449227	16
TMPRSS11D	-0.227803779909603	0.733500910784044	0.981170648449227	16
MIR3199-2	-0.600794866354257	0.733510537083953	NA	16
BX571846.1	-0.29598936587657	0.733516809240785	NA	16
AL731532.2	0.604613156330187	0.733561677949437	NA	16
TSEN2	-0.0299406581974994	0.733600703801618	0.981170648449227	16
AC091132.1	-0.478814296467297	0.733621548330824	NA	16
HHIP	-0.0899671576914773	0.733622408514152	0.981170648449227	16
AL157815.1	0.331240116690718	0.733638204258342	NA	16
AC122719.3	0.236244889571133	0.733688308099329	NA	16
TMEM266	0.0896695959657094	0.73369201092294	0.981170648449227	16
BAHD1	0.0300827535951087	0.733702678716448	0.981170648449227	16
AC004973.1	0.441265161533044	0.73373267444574	NA	16
NAV1	0.0450319988039286	0.733735738850547	0.981170648449227	16
SEPTIN7	-0.0327055944247566	0.733751800583268	0.981170648449227	16
AC003092.2	0.516803040620831	0.733808351992339	NA	16
LAMTOR5	-0.0313010456370158	0.733827552351933	0.981170648449227	16
AC080023.2	0.526752378498428	0.733840511361559	NA	16
MIR4484	0.322154968665019	0.733865559824336	NA	16
AC004870.2	0.32824330933944	0.733867088881183	NA	16
EMC6	-0.125114496318751	0.733867815684441	0.981170648449227	16
SNX18P14	0.361055165796663	0.733871045358784	NA	16
SMARCD1	0.0196948518562969	0.733893824828295	0.981170648449227	16
LINC00927	0.626356160204775	0.733916197012292	NA	16
DNAJC19	-0.035801737083035	0.733935061212578	0.981170648449227	16
LINC02274	0.324368622780487	0.733938973454842	NA	16
ZNF285B	0.201029846512416	0.73393975500477	NA	16
PMS2P6	-0.280722680294695	0.733956919112562	NA	16
PLCD3	-0.0701816194396958	0.733957470195255	0.981170648449227	16
SNORA14	0.526963572737704	0.733977486080163	NA	16
FSCN1	-0.0577722517487123	0.734008915406111	0.981170648449227	16
FLRT1	-0.113568343109698	0.73401786558476	0.981170648449227	16
CDCA2	-0.11990696638497	0.734019202077744	0.981170648449227	16
RASSF10-DT	-0.333941276779765	0.73402997437072	NA	16
AC009630.4	-0.185707807500777	0.734041465921649	NA	16
LINC02685	0.600685214658913	0.734042120343487	NA	16
SLC25A17	-0.0275554475567674	0.734055474993939	0.981170648449227	16
LINC02478	-0.0971033860483671	0.734056396176847	0.981170648449227	16
OR9A1P	0.604782394446438	0.734144252278261	NA	16
AL390067.1	0.117015326747596	0.734154748569907	0.981170648449227	16
PSMA4	0.0333723291330998	0.734164504944216	0.981170648449227	16
UCA1	-0.162119187497216	0.734217382087965	NA	16
MOGAT3	0.626466829989506	0.734233144922517	NA	16
AC110603.1	-0.128126042434705	0.734263318057048	0.981170648449227	16
LDLRAD4	0.0612830852663595	0.734265716372224	0.981170648449227	16
AC139272.1	0.291344145915551	0.734283033499561	NA	16
SERPINA5	0.0737517025793293	0.734289355612326	0.981170648449227	16
KCNE5	0.0965148923661647	0.734317726239538	0.981170648449227	16
GDNF	0.313756635536866	0.7343344683655	NA	16
CDON	-0.0537135905064543	0.734363448721056	0.981170648449227	16
AL353708.1	-0.12519109774868	0.734363703801301	0.981170648449227	16
RN7SKP93	0.626518479244569	0.734381285576957	NA	16
FRG1JP	-0.0662508667242613	0.734434828381687	0.981170648449227	16
TUBBP9	0.604868434324503	0.734441206181662	NA	16
AC105250.1	-0.972570569617893	0.734466090078166	NA	16
AC023813.1	-0.972570569617893	0.734466090078166	NA	16
AC104024.2	-0.972570569617893	0.734466090078166	NA	16
TPT1P4	-0.149841444821435	0.734490526266479	0.981170648449227	16
AC108488.2	0.133032121132811	0.734497223906774	0.981170648449227	16
AL352984.2	-0.398501419598281	0.734509056579559	NA	16
KLF8P1	0.340251228420467	0.734512980724847	NA	16
AP001439.1	0.179817875505802	0.734519558265676	NA	16
VTI1BP1	-0.475353903203872	0.734532619875414	NA	16
PCDHB13	0.0402510454317998	0.734537426653595	0.981170648449227	16
AC144530.1	-0.108330721034731	0.734559375178617	0.981170648449227	16
MTCO1P53	-0.525126221476165	0.73456432761316	NA	16
LINC02157	0.0901547160628989	0.734596949320489	0.981170648449227	16
AC011330.2	0.23625165427188	0.734697104820095	NA	16
PIK3IP1-DT	-0.0947965284165038	0.73472509413011	0.981170648449227	16
AL121652.2	0.626647058969613	0.734750694430492	NA	16
PPP2R3C	0.0284527124042418	0.734764588545032	0.981170648449227	16
LINC02525	0.374439394833781	0.73476768245564	NA	16
FRMD4A	-0.0488565703135629	0.734775046229837	0.981170648449227	16
Z97653.1	-0.204239321070238	0.734784364585273	NA	16
ZNF180	-0.0281453854920272	0.734798987751006	0.981170648449227	16
AC015563.1	-0.22586483186342	0.734853609807837	NA	16
HMGN2P19	-0.478777904375522	0.734886907799721	NA	16
RNA5SP479	-0.478777904375522	0.734886907799721	NA	16
AL023807.1	-0.0981800612765144	0.734911279874829	0.981170648449227	16
PCNT	-0.0428391014224725	0.734934571977758	0.981170648449227	16
ZNF599	-0.033529096145569	0.734936419015391	0.981170648449227	16
SAA4	0.269996343162002	0.734957079716271	0.981170648449227	16
HHIP-AS1	-0.111343260457211	0.735030878086076	0.981170648449227	16
AC133550.3	-0.0998681505821065	0.735039753938971	0.981170648449227	16
ABHD1	0.0426799949706974	0.735066853318058	0.981170648449227	16
CSE1L	-0.0305695197825096	0.735075763547148	0.981170648449227	16
BSPRY	-0.117910746650614	0.735119170801264	0.981170648449227	16
ENPP7P6	-0.606444053823031	0.735121405405834	NA	16
AC011468.3	0.288063755855446	0.735128426296436	NA	16
SUMO1P3	0.16614014168753	0.735135035032862	NA	16
AC007406.1	0.543208299193997	0.735166131148668	NA	16
RN7SKP283	-0.111040505568243	0.735170650957941	0.981170648449227	16
MTCO1P17	-0.471207483979541	0.73519086434519	NA	16
NDC1	0.0379405145465289	0.735206066362562	0.981170648449227	16
AC108516.1	0.384108625025765	0.735251078471771	NA	16
AL031293.1	-0.178103726106569	0.735292726346834	0.981170648449227	16
LINC02276	0.605121065292686	0.735316168834056	NA	16
DLEU2	0.0482819407990418	0.735330103779742	0.981170648449227	16
MANSC4	-0.186285286225456	0.735352279622121	NA	16
RN7SL674P	0.0783245406364168	0.735372497107555	0.981170648449227	16
AC055764.1	-0.114902665312211	0.735384604818629	0.981170648449227	16
AL589993.1	-0.0674541572856939	0.735401687456856	0.981170648449227	16
INTS11	0.0261599657473163	0.735420617392628	0.981170648449227	16
RN7SL406P	0.472365843074002	0.735467464986705	NA	16
AC090844.2	-0.106648558460697	0.735468627249452	0.981170648449227	16
MOB3B	-0.0595378005380994	0.735518602627859	0.981170648449227	16
CDK20	-0.0516191889159816	0.735525202448448	0.981170648449227	16
RDM1P3	-0.0872397169491045	0.735549595393506	0.981170648449227	16
MXD1	-0.0964493923178331	0.735569741818198	0.981170648449227	16
DISC1FP1	-0.113530685763357	0.735571939113519	0.981170648449227	16
YBX1	-0.0269402707507883	0.735579467475464	0.981170648449227	16
AL132639.2	0.0792931162182288	0.735600566521869	0.981170648449227	16
ADARB1	0.0563548709187578	0.735616817971199	0.981170648449227	16
BBS7	0.0237671707636309	0.735618657188058	0.981170648449227	16
AC091932.1	-0.599855005441119	0.735631370512697	NA	16
ANKRD18B	0.625110722741346	0.735634733056575	NA	16
VWA5B2	0.146097159079975	0.735662186900789	0.981170648449227	16
FSIP1	-0.104534376272166	0.735687395341428	0.981170648449227	16
PCAT1	-0.0744246950759003	0.735765036621462	0.981170648449227	16
AC106786.1	0.161422273926595	0.735779381223812	NA	16
ZNF146	-0.0194866688913608	0.735832135242905	0.981170648449227	16
HSD17B2	-0.6018670981649	0.735842718216452	NA	16
CHRDL2	0.16901862639355	0.735853386543918	NA	16
MRTFB	0.0441954786243147	0.735856010780529	0.981170648449227	16
SEH1L	0.0294866770081352	0.735858232594625	0.981170648449227	16
AC022079.1	0.150933509383212	0.735859244587787	0.981170648449227	16
THAP12P6	0.605278381919452	0.735863330804857	NA	16
RN7SL571P	0.526848821451644	0.73586425126438	NA	16
SLC44A3	0.0738474367789026	0.73588345378428	0.981170648449227	16
AC006111.3	-0.1861140421246	0.735940087123343	NA	16
DCTD	-0.0215963461999351	0.735946595587306	0.981170648449227	16
CUBN	-0.0404827338995185	0.736036518145001	0.981170648449227	16
AL157935.2	0.124906883120526	0.736049423515588	0.981170648449227	16
PDCL3P5	0.131711076723538	0.736109623979059	0.981170648449227	16
PRSS57	-0.35049759447766	0.736134590668843	NA	16
MTCO3P2	0.422537455792037	0.736143559824425	NA	16
DCHS1	0.0415751570812483	0.736180152121871	0.981170648449227	16
COL4A2-AS2	0.0629489476066433	0.736217858062814	0.981170648449227	16
MROH3P	0.605383354497441	0.736229429404287	NA	16
PELI3	0.0391230763442945	0.736232813897769	0.981170648449227	16
AC006042.2	-0.0867199632502886	0.736232884698019	0.981170648449227	16
AC002064.1	-0.134500291221297	0.736268457556955	0.981170648449227	16
RNU7-75P	-0.180953484168576	0.73626943574969	NA	16
AC008945.1	-0.0960589256995842	0.73630850381559	0.981170648449227	16
AC104596.2	-0.37747408702872	0.736312384745842	NA	16
LEPROTL1	0.0279892757788476	0.736319301176777	0.981170648449227	16
AC006207.1	0.236490115592209	0.736325946122047	NA	16
AL161935.1	-0.102871600581015	0.736396283884549	0.981170648449227	16
AC069271.1	-0.182637550181247	0.73640846283953	NA	16
U73166.1	-0.0443441029013151	0.736427764534519	0.981170648449227	16
OR2A9P	0.170145641494871	0.736445162802629	0.981170648449227	16
AC091059.2	-0.0845291843234055	0.736453007513	0.981170648449227	16
ZP2	-0.607023714052618	0.736479505460027	NA	16
AF067845.4	0.627265405029586	0.736539591654779	NA	16
AL136040.2	-0.100026024677672	0.736561804130105	0.981170648449227	16
RPS6P3	-1.0124595792704	0.736564848654051	NA	16
AL773524.1	-1.0124595792704	0.736564848654051	NA	16
RN7SKP156	-0.535568591625	0.736603229025167	NA	16
AP000997.3	-0.557722727401954	0.736615680129754	NA	16
RNU6-1017P	-0.337737316223107	0.736635615883434	NA	16
PMCHL2	0.52020497692524	0.736639565485416	NA	16
AC104619.1	-0.607094751711373	0.736646662170262	NA	16
AC117529.1	-0.607094751711373	0.736646662170262	NA	16
PEDS1	0.033638705491262	0.736674064265003	0.981170648449227	16
GTF2IP9	-0.260860131227626	0.736674392700787	NA	16
RGS18	0.150953576495611	0.736715730424663	0.981170648449227	16
AC126283.1	0.352125409748046	0.736725790907767	NA	16
AP000974.1	0.0827592786285862	0.736741280435272	0.981170648449227	16
AC026366.1	-0.474032261327148	0.736762082390511	NA	16
AP003471.1	-0.478724950544702	0.736766390872449	NA	16
PTPRT-AS1	0.605538916608229	0.736773434595908	NA	16
KDM8	-0.0427180714596952	0.736820567375629	0.981170648449227	16
VPS33B-DT	0.218234115567987	0.736825354423941	NA	16
RNA5SP364	0.605559098173181	0.736844139490102	NA	16
NME4	-0.046757897681285	0.736851351865716	0.981170648449227	16
KLHL41	0.0813427473071487	0.736878111780014	0.981170648449227	16
RNU6-1206P	-0.401730787175682	0.736879401069451	NA	16
PAQR3	0.040939965605291	0.736882631439979	0.981170648449227	16
AL122023.1	-0.117184050117268	0.73688689845236	0.981170648449227	16
POP1	0.0431792357998238	0.736895719924663	0.981170648449227	16
HNRNPA1P25	-0.202087463966452	0.736896912537039	NA	16
LRRC70	0.0567902569233587	0.736912368871431	0.981170648449227	16
RAB8B	-0.0452795097489301	0.736918649749443	0.981170648449227	16
AL357518.1	-0.356015771075256	0.736949721577954	NA	16
LINC01482	-0.141274770051211	0.736962984346852	0.981170648449227	16
AP000676.5	0.386088929645397	0.736963539381077	NA	16
AL139139.1	-0.222486425982704	0.736990823101807	NA	16
NAPB	-0.0280010438710398	0.737022142308798	0.981170648449227	16
RNU6-998P	0.174697813704658	0.737030715161207	NA	16
H1-12P	-0.234976620582123	0.737041620537848	NA	16
AL390728.4	0.0359600433350268	0.737067092084749	0.981170648449227	16
ZNF621	0.0183764322369048	0.737075713147557	0.981170648449227	16
AC027449.1	-0.237845073245629	0.737076186210684	NA	16
AC097532.2	0.165236785052151	0.737102354139768	0.981170648449227	16
AL358777.3	-0.0722039167062095	0.73713493719101	0.981170648449227	16
RETSAT	-0.0341795075098305	0.737152276370435	0.981170648449227	16
AC011247.1	0.137812994817216	0.73715926218844	0.981170648449227	16
ACTG1P3	0.0585511043796988	0.737167727111437	0.981170648449227	16
ITIH4-AS1	-0.291698909564115	0.737219653274754	NA	16
RNU4-4P	0.402174492097328	0.737261519979961	NA	16
GTF2H2	-0.206400992515146	0.737263593293819	0.981170648449227	16
ZNF202	-0.0392326439036597	0.737276648654507	0.981170648449227	16
RPL23P11	-0.600370885959789	0.737283818917024	NA	16
SLC39A12-AS1	-0.91794318439204	0.737291214539564	NA	16
DDX47	-0.0299880624266665	0.737304552027085	0.981170648449227	16
AL121809.2	0.526761554699042	0.737310403647043	NA	16
USF1	0.0286138154704703	0.737317111007935	0.981170648449227	16
AC091826.2	-0.471017709822357	0.737349644461268	NA	16
RNA5SP490	-0.34648651308231	0.737353026431814	NA	16
AL353748.1	0.285191195624194	0.737354373952261	NA	16
NFE2L1	0.0297611222817399	0.737376719054937	0.981170648449227	16
NRG4	-0.101408315711934	0.737389479322991	0.981170648449227	16
AC019118.1	-0.270564593969429	0.737394670380997	NA	16
TOMM40P3	-0.972786567271226	0.737430254612734	NA	16
MEMO1P2	-0.972786567271226	0.737430254612734	NA	16
AC108727.1	0.134468354550841	0.737441674220623	0.981170648449227	16
AC007278.1	0.171950482882613	0.737442324616611	0.981170648449227	16
BTAF1	-0.0212327309026698	0.737451899553338	0.981170648449227	16
AL109767.1	0.379136261038335	0.737462997567771	NA	16
AC012668.3	0.240640478236056	0.737482644729273	NA	16
F10	0.0784476761716731	0.737555763506188	0.981170648449227	16
CNTNAP2-AS1	0.526743886076295	0.737604405685076	NA	16
C8orf48	-0.0608381524739773	0.737625720529853	0.981170648449227	16
MPHOSPH6	0.045412523647707	0.737633018849697	0.981170648449227	16
DBIL5P	-0.111951452410113	0.737670477377437	0.981170648449227	16
AP001160.1	0.138724494749757	0.737682424594982	0.981170648449227	16
AC104986.1	-0.0966134439427433	0.737705689300981	0.981170648449227	16
FLNA	-0.0364865814003214	0.737741942355173	0.981170648449227	16
AF131216.3	-0.357086781882265	0.737744913733706	NA	16
AP003128.1	0.370710609301274	0.737767964791385	NA	16
CDX1	-0.227485290427166	0.737785350802433	NA	16
CIAO3	0.026934109582817	0.7379431166156	0.981170648449227	16
OR4F6	0.605878097000992	0.737965708342573	NA	16
FABP5P12	-0.600584405405629	0.737973685368219	NA	16
RNU6-306P	-0.385514449578087	0.738102535577818	NA	16
SSXP10	-0.0964102580056629	0.738103155365452	0.981170648449227	16
MACROD1	0.0494398389581569	0.738104958805358	0.981170648449227	16
RPL12P29	-0.150463545646201	0.738105055999767	0.981170648449227	16
JTB	-0.0259710233453436	0.73811133262883	0.981170648449227	16
FOXN3P1	-0.356638057335375	0.738128635933591	NA	16
RN7SL775P	0.166904198560752	0.738132054382146	NA	16
FGFR3P1	0.526323344242261	0.738173239317902	NA	16
HMGB3P4	-0.0796151431378922	0.738176221616822	0.981170648449227	16
RNA5SP343	0.423582676463815	0.738188305317367	NA	16
GDPGP1	-0.0525009717495522	0.738207871522768	0.981170648449227	16
